dataset,seq,subject_id,path,T,C,t_start,t_end,roi_names,passed,fps_est,duration_ratio,split
UBFC,UBFC_s10_T1,s10_T1,Dataset/3_ROI/UBFCPhys_RAW/s10_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s10_T2,s10_T2,Dataset/3_ROI/UBFCPhys_RAW/s10_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s10_T3,s10_T3,Dataset/3_ROI/UBFCPhys_RAW/s10_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,val
UBFC,UBFC_s11_T1,s11_T1,Dataset/3_ROI/UBFCPhys_RAW/s11_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s11_T2,s11_T2,Dataset/3_ROI/UBFCPhys_RAW/s11_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s11_T3,s11_T3,Dataset/3_ROI/UBFCPhys_RAW/s11_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s12_T1,s12_T1,Dataset/3_ROI/UBFCPhys_RAW/s12_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s12_T2,s12_T2,Dataset/3_ROI/UBFCPhys_RAW/s12_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,test
UBFC,UBFC_s12_T3,s12_T3,Dataset/3_ROI/UBFCPhys_RAW/s12_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s13_T1,s13_T1,Dataset/3_ROI/UBFCPhys_RAW/s13_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s13_T2,s13_T2,Dataset/3_ROI/UBFCPhys_RAW/s13_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,val
UBFC,UBFC_s13_T3,s13_T3,Dataset/3_ROI/UBFCPhys_RAW/s13_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s14_T1,s14_T1,Dataset/3_ROI/UBFCPhys_RAW/s14_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s14_T2,s14_T2,Dataset/3_ROI/UBFCPhys_RAW/s14_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s14_T3,s14_T3,Dataset/3_ROI/UBFCPhys_RAW/s14_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,test
UBFC,UBFC_s15_T1,s15_T1,Dataset/3_ROI/UBFCPhys_RAW/s15_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s15_T2,s15_T2,Dataset/3_ROI/UBFCPhys_RAW/s15_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s15_T3,s15_T3,Dataset/3_ROI/UBFCPhys_RAW/s15_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s16_T1,s16_T1,Dataset/3_ROI/UBFCPhys_RAW/s16_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,test
UBFC,UBFC_s16_T2,s16_T2,Dataset/3_ROI/UBFCPhys_RAW/s16_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s16_T3,s16_T3,Dataset/3_ROI/UBFCPhys_RAW/s16_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,test
UBFC,UBFC_s17_T1,s17_T1,Dataset/3_ROI/UBFCPhys_RAW/s17_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,val
UBFC,UBFC_s17_T2,s17_T2,Dataset/3_ROI/UBFCPhys_RAW/s17_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,val
UBFC,UBFC_s17_T3,s17_T3,Dataset/3_ROI/UBFCPhys_RAW/s17_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,val
UBFC,UBFC_s18_T1,s18_T1,Dataset/3_ROI/UBFCPhys_RAW/s18_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s18_T2,s18_T2,Dataset/3_ROI/UBFCPhys_RAW/s18_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s18_T3,s18_T3,Dataset/3_ROI/UBFCPhys_RAW/s18_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s19_T1,s19_T1,Dataset/3_ROI/UBFCPhys_RAW/s19_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s19_T2,s19_T2,Dataset/3_ROI/UBFCPhys_RAW/s19_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,test
UBFC,UBFC_s19_T3,s19_T3,Dataset/3_ROI/UBFCPhys_RAW/s19_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s1_T1,s1_T1,Dataset/3_ROI/UBFCPhys_RAW/s1_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s1_T2,s1_T2,Dataset/3_ROI/UBFCPhys_RAW/s1_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s1_T3,s1_T3,Dataset/3_ROI/UBFCPhys_RAW/s1_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s20_T1,s20_T1,Dataset/3_ROI/UBFCPhys_RAW/s20_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s20_T2,s20_T2,Dataset/3_ROI/UBFCPhys_RAW/s20_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s20_T3,s20_T3,Dataset/3_ROI/UBFCPhys_RAW/s20_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,val
UBFC,UBFC_s2_T1,s2_T1,Dataset/3_ROI/UBFCPhys_RAW/s2_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s2_T2,s2_T2,Dataset/3_ROI/UBFCPhys_RAW/s2_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s2_T3,s2_T3,Dataset/3_ROI/UBFCPhys_RAW/s2_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,test
UBFC,UBFC_s3_T1,s3_T1,Dataset/3_ROI/UBFCPhys_RAW/s3_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,val
UBFC,UBFC_s3_T2,s3_T2,Dataset/3_ROI/UBFCPhys_RAW/s3_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s3_T3,s3_T3,Dataset/3_ROI/UBFCPhys_RAW/s3_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
UBFC,UBFC_s4_T1,s4_T1,Dataset/3_ROI/UBFCPhys_RAW/s4_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,test
UBFC,UBFC_s4_T2,s4_T2,Dataset/3_ROI/UBFCPhys_RAW/s4_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773,train
