dataset,seq,subject_id,path,T,C,t_start,t_end,roi_names,passed,fps_est,duration_ratio,split
UBFC,'vid_1,vid_1,Dataset/3_ROI/UBFC_RAW/vid_1.npz,1547,9,0.0,52.82922362295981,"forehead_strip,left_cheek_big,right_cheek_big",,29.26410599999992,0.997383576485123,train
UBFC,'vid_1_x0.55,vid_1,Dataset/3_ROI/PURE-x-UBFC-x-Tokoyo-AUG/aug_npz/UBFC_vid_1_'vid_1_x0.55.npz,1547,9,0.0,52.82922362295981,"forehead_strip,left_cheek_big,right_cheek_big",,29.26410599999992,0.997383576485123,train
UBFC,'vid_1_x0.65,vid_1,Dataset/3_ROI/PURE-x-UBFC-x-Tokoyo-AUG/aug_npz/UBFC_vid_1_'vid_1_x0.65.npz,1547,9,0.0,52.82922362295981,"forehead_strip,left_cheek_big,right_cheek_big",,29.26410599999992,0.997383576485123,train
UBFC,'vid_1_x0.75,vid_1,Dataset/3_ROI/PURE-x-UBFC-x-Tokoyo-AUG/aug_npz/UBFC_vid_1_'vid_1_x0.75.npz,1547,9,0.0,52.82922362295981,"forehead_strip,left_cheek_big,right_cheek_big",,29.26410599999992,0.997383576485123,train
UBFC,'vid_1_x1.2,vid_1,Dataset/3_ROI/PURE-x-UBFC-x-Tokoyo-AUG/aug_npz/UBFC_vid_1_'vid_1_x1.2.npz,1547,9,0.0,52.82922362295981,"forehead_strip,left_cheek_big,right_cheek_big",,29.26410599999992,0.997383576485123,train
UBFC,'vid_1_x1.4,vid_1,Dataset/3_ROI/PURE-x-UBFC-x-Tokoyo-AUG/aug_npz/UBFC_vid_1_'vid_1_x1.4.npz,1547,9,0.0,52.82922362295981,"forehead_strip,left_cheek_big,right_cheek_big",,29.26410599999992,0.997383576485123,train
UBFC,'vid_1_x1.6,vid_1,Dataset/3_ROI/PURE-x-UBFC-x-Tokoyo-AUG/aug_npz/UBFC_vid_1_'vid_1_x1.6.npz,1547,9,0.0,52.82922362295981,"forehead_strip,left_cheek_big,right_cheek_big",,29.26410599999992,0.997383576485123,train
UBFC,'vid_10,vid_10,Dataset/3_ROI/UBFC_RAW/vid_10.npz,2024,9,0.0,67.71438867496765,"forehead_strip,left_cheek_big,right_cheek_big",,29.875481999999906,1.0000237959031142,train
UBFC,'vid_10_x0.55,vid_10,Dataset/3_ROI/PURE-x-UBFC-x-Tokoyo-AUG/aug_npz/UBFC_vid_10_'vid_10_x0.55.npz,2024,9,0.0,67.71438867496765,"forehead_strip,left_cheek_big,right_cheek_big",,29.875481999999906,1.0000237959031142,train
UBFC,'vid_10_x0.65,vid_10,Dataset/3_ROI/PURE-x-UBFC-x-Tokoyo-AUG/aug_npz/UBFC_vid_10_'vid_10_x0.65.npz,2024,9,0.0,67.71438867496765,"forehead_strip,left_cheek_big,right_cheek_big",,29.875481999999906,1.0000237959031142,train
UBFC,'vid_10_x0.75,vid_10,Dataset/3_ROI/PURE-x-UBFC-x-Tokoyo-AUG/aug_npz/UBFC_vid_10_'vid_10_x0.75.npz,2024,9,0.0,67.71438867496765,"forehead_strip,left_cheek_big,right_cheek_big",,29.875481999999906,1.0000237959031142,train
